merchant_key,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
203,MCH1395,Venkatesh Llc,5812.0,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2023-04-16,2640758547,Active,641.0
204,MCH1397,Memon Llc,4131.0,Books & Stationery,Private Limited,Bengaluru,Karnataka,2025-04-18,XXXX0515,Active,1062.38
205,MCH1400,Kapoor-Bhalla,5699.0,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2023-05-17,,Active,913.08
206,MCH1401,Din And Sons,5411.0,Grocery,Individual,Amritsar,Punjab,2025-07-20,2717124397,Active,286.09
207,MCH1405,Chandra Inc,5311.0,Department Store,Partnership,Ludhiana,Punjab,2026-02-10,4121935460,Inactive,1248.0
208,MCH1406,Parmer-Goswami,7011.0,Hotel & Lodging,Private Limited,Bengaluru,Karnataka,2024-07-11,XXXX3050,Active,2632.53
209,MCH1409,Baral Llc,5912.0,Medical,Individual,Hyderabad,Telangana,2023-03-06,,Active,
210,MCH1417,"Sekhon, Parsa And Bandi",4814.0,Telecom,Sole Proprietor,Mumbai,Maharashtra,2026-01-26,,Active,1501.66
211,MCH1420,Aggarwal-Garde,4131.0,Transportation,Sole Proprietor,Mumbai,Maharashtra,2024-03-18,XXXX4337,Active,830.85
212,MCH1422,Merchant And Sons,5912.0,Pharmacy,Individual,Hyderabad,Telangana,2023-04-25,,Active,4074.0
213,MCH1424,"Goel, Balay And Dua",7011.0,Hotel & Lodging,Private Limited,Jalandhar,Punjab,2025-10-19,,Active,5339.46
214,MCH1428,De-Natarajan,4131.0,Transportation,Individual,Mumbai,Maharashtra,2025-12-30,IPNL0786549644750,Active,1289.0
215,MCH1429,Pal Ltd,5411.0,Grocery,Individual,Jaipur,Rajasthan,2024-10-13,YBSQ5701995451285,Active,258.0
216,MCH1430,"Bhavsar, Dora And Singh",5812.0,Restaurants & Food,Private Limited,Delhi,Delhi,2024-03-07,,Active,238.76
217,MCH1434,Kale And Sons,5812.0,Restaurants & Food,Private Limited,Jalandhar,Punjab,2023-04-25,258989067,Active,985.73
218,MCH1438,Pandit-Menon,5999.0,Miscellaneous,Partnership,Bengaluru,Karnataka,2023-11-22,ZQNR3407194415594,Active,409.59
219,MCH1439,Chawla Ltd,,Transportation,Individual,Chennai,Tamil Nadu,2023-05-10,OYZO1535504454366,Active,6190.53
220,MCH1441,"Kakar, Parsa And Sodhi",5999.0,Miscellaneous,Partnership,Lucknow,Uttar Pradesh,2024-06-09,SBUL4886955523512,Active,1723.15
221,MCH1442,Wadhwa-Walla,7011.0,Hotel & Lodging,Private Limited,Pune,Maharashtra,2025-12-13,,Active,1483.74
222,MCH1443,Swamy Plc,5999.0,Miscellaneous,Private Limited,Lucknow,Uttar Pradesh,2023-06-10,,Inactive,209.63
223,MCH1445,Wali Plc,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-11-09,8128323198,Active,1200.0
224,MCH1446,Sunder-Sathe,5311.0,Department Store,Sole Proprietor,Chennai,Tamil Nadu,2024-11-18,XXXX0028,Active,3885.08
225,MCH1447,Uppal Ltd,5912.0,Medical,Partnership,Lucknow,Uttar Pradesh,2026-02-20,,Active,236.04
226,MCH1448,Tak And Sons,5999.0,Miscellaneous,Sole Proprietor,Mumbai,Maharashtra,2024-03-30,XXXX9348,Active,2897.23
227,MCH1449,"Chadha, Ramakrishnan And Badami",7011.0,Hotel & Lodging,Partnership,Hyderabad,Telangana,2023-09-28,,Suspended,1634.83
228,MCH1450,"Hora, Kunda And Dani",5311.0,Department Store,Sole Proprietor,Ludhiana,Punjab,2023-10-30,XXXX1537,Inactive,1853.9
229,MCH1454,Mishra-Batra,5999.0,Miscellaneous,Sole Proprietor,Hyderabad,Telangana,2025-12-02,ARMV5646544388660,Active,163.44
230,MCH1456,Madan-Ganesh,5699.0,Apparel & Fashion,Individual,Amritsar,Punjab,2025-11-01,,Active,
231,MCH1457,Shetty Group,5999.0,Miscellaneous,Individual,Jalandhar,Punjab,2025-07-11,7979475554,Active,1159.43
232,MCH1458,Chatterjee-Saran,5912.0,Department Store,Sole Proprietor,Jalandhar,Punjab,2025-05-09,XXXX1187,Inactive,658.54
233,MCH1459,"Palla, Saini And Date",7011.0,Hotel & Lodging,Individual,Ludhiana,Punjab,2024-02-20,,Suspended,1582.79
234,MCH1462,Swamy Inc,5912.0,Pharmacy,Private Limited,Jalandhar,Punjab,2023-09-13,CPHK2049802773880,Inactive,1411.0
235,MCH1465,"Garg, Mallick And Chadha",5812.0,Restaurants & Food,Private Limited,Delhi,Delhi,2024-03-24,AINO3925620579339,Active,443.93
236,MCH1469,"Choudhury, Jani And Ramaswamy",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2025-03-28,XXXX9996,Active,416.0
237,MCH1473,Lata-Khurana,4131.0,Medical,Partnership,Hyderabad,Telangana,,,Inactive,326.76
238,MCH1474,"Sami, Sur And Tank",4131.0,Transportation,Private Limited,Pune,Maharashtra,,XXXX6224,Active,1645.61
239,MCH1475,"Bora, Bhakta And Aurora",,Department Store,Private Limited,Kolkata,West Bengal,2024-06-11,8871048979,Active,1652.87
240,MCH1477,Ahluwalia-Devan,5912.0,Medical,Partnership,Jaipur,Rajasthan,2024-04-15,XXXX2364,Active,551.17
241,MCH1478,Sah0Ta Llc,5912.0,Pharmacy,Individual,Jaipur,Rajasthan,2024-09-12,1321864172,Inactive,2037.0
242,MCH1479,"Mandal, Barad And Srinivasan",5942.0,Books & Stationery,Partnership,Kolkata,West Bengal,2025-07-27,XXXX4686,Active,
243,MCH1480,Bala-Magar,5999.0,Miscellaneous,Individual,Hyderabad,Telangana,,,Active,
244,MCH1482,"Bahri,Sarinandhora",5999.0,Miscellaneous,Partnership,Hyderabad,Telangana,2024-01-26,2731738944,On Hold,1651.0
245,MCH1483,Mohan-Kari,5942.0,Books & Stationery,Private Limited,Amritsar,Punjab,2026-11-02,XXXX3338,Active,1901.08
246,MCH1484,"Uppal, Butala And Tata",7011.0,Hotel & Lodging,Individual,Bengaluru,Karnataka,2025-02-18,,Active,
247,MCH1488,"Chada, Gopal And Rajagopal",4814.0,Telecom,Sole Proprietor,Jaipur,Rajasthan,2026-01-02,,Active,1905.0
248,MCH1491,"Sarna, Chand And Goda",4814.0,Telecom,Sole Proprietor,Ludhiana,Punjab,2026-01-27,,Active,1075.6
249,MCH1492,Ganesan Llc,5999.0,Miscellaneous,Partnership,Hyderabad,Telangana,2023-08-19,1007001196,Active,3316.76
250,MCH1493,"Kar, Nath And Koshy",5942.0,Books & Stationery,Individual,Bengaluru,Karnataka,2023-01-28,XXXX9866,Active,
251,MCH1494,Joshi-Bala,5311.0,Retail,Sole Proprietor,Mumbai,Maharashtra,2023-12-07,QLRF2864130155210,Active,997.33
252,MCH1497,Lanka Plc,5912.0,Medical,Private Limited,Amritsar,Punjab,2025-09-24,,Active,1817.0
253,MCH1498,Deo-Mand,5999.0,Miscellaneous,Sole Proprietor,Chennai,Tamil Nadu,2025-03-01,,Active,1460.33
254,MCH1501,Anand-Bhatt,4814.0,Telecom,Partnership,Hyderabad,Telangana,2025-11-07,XXXX2933,Active,4185.6
255,MCH1506,Gandhi-Loke,5912.0,Pharmacy,Partnership,Chennai,Tamil Nadu,2024-06-13,,Active,967.0
256,MCH1509,"Rajan, Dash And Bora",,Transportation,Private Limited,Amritsar,Punjab,2025-04-26,,Inactive,806.0
257,MCH1514,"Lata, Raja And Parsa",5311.0,Retail,Private Limited,Jalandhar,Punjab,2024-06-14,XXXX1457,Active,553.18
258,MCH1515,"Mall, Kara And Sastry",5699.0,Apparel & Fashion,Partnership,Hyderabad,Telangana,2024-07-19,9073071658,Active,
259,MCH1516,Loyal And Sons,5999.0,Miscellaneous,Private Limited,Ludhiana,Punjab,2023-01-12,XXXX1307,Active,1471.99
260,MCH1518,Saini-Gole,5999.0,Miscellaneous,Private Limited,Jalandhar,Punjab,2023-07-08,,Active,957.31
261,MCH1522,Mody Inc,5912.0,Pharmacy,Sole Proprietor,Jaipur,Rajasthan,2024-08-04,,Active,631.57
262,MCH1525,Sant-Bhavsar,5942.0,Books & Stationery,Individual,Jaipur,Rajasthan,2023-09-10,XXXX7524,Active,754.82
263,MCH1526,Chowdhury And Sons,4814.0,Telecom,Sole Proprietor,Bengaluru,Karnataka,2023-07-14,HWTS1273017978357,Active,2697.93
264,MCH1529,"Sangha,Banerjeeandsengupta",7011.0,Hotel & Lodging,Private Limited,Ludhiana,Punjab,2023-02-06,,Inactive,1257.59
265,MCH1530,Parmer-Bath,5699.0,Apparel & Fashion,Individual,Lucknow,Uttar Pradesh,2024-04-29,JMXE9195425616055,Active,375.02
266,MCH1531,Savant And Sons,7011.0,Hotel & Lodging,Private Limited,Delhi,Delhi,2026-02-10,,Inactive,1019.94
267,MCH1532,Sarna-Kota,5999.0,Miscellaneous,Private Limited,Delhi,Delhi,2024-10-21,,Active,4843.68
268,MCH1533,Wason And Sons,5812.0,Restaurants & Food,Partnership,Amritsar,Punjab,2025-03-27,,Inactive,419.64
269,MCH1534,"Merchant, Sarna And Korpal",5912.0,Pharmacy,Private Limited,Hyderabad,Telangana,2023-04-02,,Inactive,3752.5
270,MCH1537,Goswami-Sibal,5812.0,Restaurants & Food,Partnership,Hyderabad,Telangana,2023-05-04,VFGD4255370364176,Active,360.35
271,MCH1540,Dave Llc,5942.0,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-05-21,,Active,525.0
272,MCH1541,Bhattacharyya-Hans,7011.0,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2024-03-24,XXXX2848,Active,621.01
273,MCH1543,Parmer Group,4131.0,Travel,Individual,Hyderabad,Telangana,2025-02-04,,Active,1064.76
274,MCH1551,Malhotra-Subramanian,5812.0,Restaurants & Food,Partnership,Pune,Maharashtra,2024-06-13,,Active,1909.07
275,MCH1552,Uppal Plc,4131.0,Transportation,Sole Proprietor,Hyderabad,Telangana,,,Active,1136.0
276,MCH1553,Basu-Varma,5942.0,Books & Stationery,Sole Proprietor,Kolkata,West Bengal,,,Active,1630.0
277,MCH1555,Raj Llc,5942.0,Books & Stationery,Individual,Pune,Maharashtra,2023-04-23,,Active,602.0
278,MCH1558,Shroff-Khanna,4814.0,Telecom,Partnership,Bengaluru,Karnataka,2023-01-20,,Active,1953.35
279,MCH1561,Gera-Kota,5942.0,Books & Stationery,Sole Proprietor,Jaipur,Rajasthan,2024-06-15,8921681390,Inactive,530.0
280,MCH1563,Mandal-Biswas,4814.0,Telecom,Partnership,Jaipur,Rajasthan,2023-11-10,5466191568,Suspended,
281,MCH1567,Bhargava-Bora,5812.0,Restaurants & Food,Private Limited,Jalandhar,Punjab,2024-12-20,PRCN9599813480981,Active,101.33
282,MCH1568,Chandran Ltd,7011.0,Hotel & Lodging,Sole Proprietor,Lucknow,Uttar Pradesh,2024-09-04,,Active,3618.31
283,MCH1569,"Bal, Wali And Sheth",4814.0,Telecom,Private Limited,Chennai,Tamil Nadu,2025-10-11,XXXX9971,Active,1678.57
284,MCH1571,"Rao, Viswanathan And Joshi",4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2023-08-03,,Active,866.2
285,MCH1573,"Tailor, Som And Soni",4814.0,Telecom,Partnership,Jalandhar,Punjab,2023-12-11,,Active,540.2
286,MCH1578,Gala Ltd,5999.0,Miscellaneous,Individual,Bengaluru,Karnataka,2023-04-13,,Active,446.42
287,MCH1580,"Subramaniam, Krishnamurthy And Din",5999.0,Miscellaneous,Sole Proprietor,Kolkata,West Bengal,2025-08-01,IDJM3876425874680,Active,2992.77
288,MCH1581,"Nayak, Verma And Sawhney",5311.0,Department Store,Partnership,Mumbai,Maharashtra,2025-11-01,,Active,3655.93
289,MCH1583,Sarin-More,5812.0,Restaurants & Food,Private Limited,Amritsar,Punjab,2023-10-05,1923155303,Active,1435.48
290,MCH1585,Khalsa-Kulkarni,5311.0,Department Store,Partnership,Delhi,Delhi,2023-05-22,XXXX6587,Active,3398.13
291,MCH1587,Srivastava-Saha,5912.0,Pharmacy,Private Limited,Kolkata,West Bengal,,XXXX9260,Active,1502.0
292,MCH1588,Doctor Ltd,4131.0,Transportation,Individual,Ludhiana,Punjab,2025-07-27,XXXX2866,Suspended,1791.21
293,MCH1591,Ramaswamy-Babu,5311.0,Department Store,Partnership,Amritsar,Punjab,2024-04-18,,Active,1638.46
294,MCH1592,Cherian-Bhavsar,7011.0,Hotel & Lodging,Sole Proprietor,Mumbai,Maharashtra,2024-12-06,7646312300,Active,2941.81
295,MCH1593,Wali-Murthy,5999.0,Miscellaneous,Sole Proprietor,Bengaluru,Karnataka,2026-02-23,XXXX7216,Active,15388.22
296,MCH1594,Bera Inc,5999.0,Miscellaneous,Private Limited,Amritsar,Punjab,2024-09-05,9659925213,Active,2187.43
297,MCH1599,Rastogi-Kumer,5311.0,Department Store,Partnership,Jalandhar,Punjab,2025-12-25,EEOR2299289390848,Active,361.82
298,MCH1600,"Warrior, Anand And Kata",5311.0,Department Store,Individual,Chennai,Tamil Nadu,2025-10-07,DNAN6947992423478,Active,2937.03
299,MCH1605,"Patla, Thaman And Chatterjee",4131.0,Transportation,Partnership,Bengaluru,Karnataka,2025-09-22,XXXX0679,Active,932.8
300,MCH1609,Ram-Palla,4814.0,Telecom,Private Limited,Mumbai,Maharashtra,2023-07-17,8485226822,Active,554.3
301,MCH1610,Sodhi-Parekh,5411.0,Grocery,Partnership,Amritsar,Punjab,,XXXX7277,Active,1488.13
302,MCH1611,Karan-Kibe,5912.0,Grocery,Sole Proprietor,Jalandhar,Punjab,2024-03-06,,Active,343.64
303,MCH1612,Khare-Jha,7011.0,Hotel & Lodging,Sole Proprietor,Pune,Maharashtra,2024-05-07,XXXX6820,Active,3967.18
304,MCH1616,"Suresh, Borra And Ganesh",4814.0,Telecom,Individual,Chennai,Tamil Nadu,2023-11-10,,Active,2818.0
305,MCH1617,Cherian Llc,5311.0,Department Store,Individual,Hyderabad,Telangana,2024-02-09,4300505477,Active,
306,MCH1618,Muni Ltd,5812.0,Restaurants & Food,Individual,Delhi,Delhi,2023-11-01,,Active,1051.73
307,MCH1619,Divan-Bhatti,5912.0,Pharmacy,Sole Proprietor,Delhi,Delhi,2025-12-24,,Active,477.85
308,MCH1621,Pandey-Soni,5812.0,Restaurants & Food,Sole Proprietor,Pune,Maharashtra,2023-11-15,XXXX4420,Inactive,769.0
309,MCH1625,Saran Ltd,4814.0,Telecom,Partnership,Kolkata,West Bengal,2024-10-17,6216492189,Active,1093.54
310,MCH1626,"Pau, Iyengar And Khare",5999.0,Miscellaneous,Sole Proprietor,Delhi,Delhi,2025-07-12,XXXX6353,Active,550.42
311,MCH1627,Dua Ltd,5999.0,Miscellaneous,Private Limited,Lucknow,Uttar Pradesh,2024-07-31,,Active,160.25
312,MCH1628,"Rao, Buch And Kala",5912.0,Pharmacy,Individual,Lucknow,Uttar Pradesh,2025-01-08,,Active,789.95
313,MCH1630,Yogi-Agate,5942.0,Books & Stationery,Partnership,Kolkata,West Bengal,2023-10-31,XXXX1041,Active,444.27
314,MCH1636,"Natt, Mitter And Oza",7011.0,Hotel & Lodging,Sole Proprietor,Delhi,Delhi,2025-01-17,,Active,987.0
315,MCH1639,"Borah, Dhaliwal And Morar",5999.0,Miscellaneous,Partnership,Kolkata,West Bengal,2024-11-14,XXXX3629,Active,7799.0
316,MCH1640,Trivedi-Agrawal,5411.0,Grocery,Private Limited,Jalandhar,Punjab,2025-01-25,WQQD1666405545072,Active,2316.65
317,MCH1641,Bali Llc,5999.0,Miscellaneous,Sole Proprietor,Delhi,Delhi,,,Active,
318,MCH1642,Zacharia-Dhawan,5411.0,Grocery,Partnership,Kolkata,West Bengal,2023-01-02,XXXX3812,Active,363.0
319,MCH1645,Savant-Singha1,5942.0,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2024-04-19,GUUE6743967074534,Active,337.0
320,MCH1646,"Sane, Zacharia And Samra",5912.0,Medical,Individual,Jaipur,Rajasthan,2023-12-31,5847905998,Active,1891.86
321,MCH1647,Narula Llc,5699.0,Apparel & Fashion,Individual,Ludhiana,Punjab,2024-05-10,5628842369,Suspended,1898.14
322,MCH1649,Venkatesh Plc,5812.0,Restaurants & Food,Private Limited,Delhi,Delhi,2024-03-08,6043188789,Suspended,851.41
323,MCH1651,Kumar Inc,5942.0,Books & Stationery,Sole Proprietor,Mumbai,Maharashtra,2024-09-03,XXXX7749,Active,1249.76
324,MCH1652,Tripathi-Vasa,5311.0,Department Store,Private Limited,Amritsar,Punjab,2025-08-03,7462856821,Inactive,1419.63
325,MCH1653,Mitra Inc,7011.0,Hotel & Lodging,Sole Proprietor,Chennai,Tamil Nadu,,XXXX9573,Active,1669.53
326,MCH1654,More Plc,5999.0,Miscellaneous,Individual,Bengaluru,Karnataka,2025-02-18,,Active,2598.19
327,MCH1656,Dhar Plc,5311.0,Department Store,Partnership,Amritsar,Punjab,2025-05-29,OTBM8790953463908,Active,2992.0
328,MCH1657,"Kaur, Sandhu And Shanker",5699.0,Apparel & Fashion,Private Limited,Mumbai,Maharashtra,2025-01-14,,Active,1224.96
329,MCH1658,Khatri-Mohanty,5812.0,Restaurants & Food,Sole Proprietor,Jaipur,Rajasthan,2025-08-08,DGXZ0949885183603,Inactive,2016.79
330,MCH1661,Mani-Jayaraman,5812.0,Restaurants & Food,Private Limited,Hyderabad,Telangana,2024-09-16,XXXX6928,Active,813.04
331,MCH1663,"Edwin, Kala And Barad",4131.0,Transportation,Individual,Chennai,Tamil Nadu,2024-04-07,FGIZ0772949946430,Active,449.21
332,MCH1664,Karan Ltd,4131.0,Travel,Partnership,Chennai,Tamil Nadu,2025-06-02,XXXX0248,Active,
333,MCH1665,Salvi Group,5699.0,Apparel & Fashion,Individual,Bengaluru,Karnataka,2025-11-30,KSUI6181238646481,Active,946.53
334,MCH1667,Prashad-Samra,5812.0,Restaurants & Food,Private Limited,Delhi,Delhi,2025-10-20,XXXX1144,Active,7788.38
335,MCH1674,Kari-Tara,4814.0,Telecom,Partnership,Mumbai,Maharashtra,2024-08-16,XXXX5872,Active,1266.21
336,MCH1675,"Dey, Sathe And Sibal",4131.0,Transportation,Private Limited,Chennai,Tamil Nadu,2025-09-11,DIRY6496511188422,Active,1577.75
337,MCH1676,"Palla, Gupta And Narain",4814.0,Telecom,Sole Proprietor,Jalandhar,Punjab,2025-11-27,,Active,750.53
338,MCH1679,"Chawla, Sura And Pal",4131.0,Transportation,Individual,Lucknow,Uttar Pradesh,2026-01-30,XXXX9878,Suspended,1030.0
339,MCH1680,"Dube, Sekhon And Nagarajan",5699.0,Apparel & Fashion,Sole Proprietor,Ludhiana,Punjab,2025-02-03,,Active,855.0
340,MCH1683,"Sampath, Anne And Madan",5812.0,Restaurants & Food,Partnership,Chennai,Tamil Nadu,2026-02-14,XXXX9435,Active,2458.98
341,MCH1686,Chokshi And Sons,5942.0,Books & Stationery,Individual,Bengaluru,Karnataka,2024-02-02,,Active,1116.34
342,MCH1696,Prakash-Dhar,5411.0,Grocery,Partnership,Bengaluru,Karnataka,2025-09-01,TXHI7483173386178,Active,567.04
343,MCH1697,Sodhi-Ramakrishnan,4814.0,Telecom,Private Limited,Lucknow,Uttar Pradesh,2023-04-13,QYQC0323724202438,Suspended,1234.06
344,MCH1704,"Shukla, Hari And Chopra",4131.0,Transportation,Sole Proprietor,Lucknow,Uttar Pradesh,2023-04-08,,Inactive,2965.45
345,MCH1706,"Vala, Nagarajan And Saxena",5311.0,Department Store,Partnership,Mumbai,Maharashtra,2023-08-27,XXXX3189,Inactive,513.27
346,MCH1709,Sachdeva-Khanna,5999.0,Miscellaneous,Partnership,Chennai,Tamil Nadu,2023-08-25,XXXX5946,Active,481.17
347,MCH1710,"Tara, Dash And Pau",5912.0,Pharmacy,Partnership,Lucknow,Uttar Pradesh,2026-02-26,,Active,804.19
348,MCH1711,"Sastry, Kota And Merchant",5411.0,Grocery,Sole Proprietor,Ludhiana,Punjab,2023-12-17,NEUM7554192097058,Active,1991.22
349,MCH1713,Dubey Inc,5812.0,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2025-06-02,XXXX0557,Active,1132.0
350,MCH1714,Sampath Llc,5699.0,Apparel & Fashion,Partnership,Lucknow,Uttar Pradesh,2026-02-17,6074080748,Active,585.92
351,MCH1718,Wason-Vaidya,5311.0,Retail,Private Limited,Jalandhar,Punjab,2025-04-04,,Active,705.66
352,MCH1721,"Mammen, Ka1A And Gara",7011.0,Hotel & Lodging,Individual,Kolkata,West Bengal,2023-10-07,,Active,1736.83
353,MCH1722,Patel-Warrior,7011.0,Hotel & Lodging,Individual,Kolkata,West Bengal,2025-03-15,XXXX3839,Active,420.0
354,MCH1725,"Narayanan, Thaker And Sandhu",5999.0,Miscellaneous,Partnership,Jaipur,Rajasthan,2025-02-15,XXXX2721,Active,385.5
355,MCH1726,Raja And Sons,4131.0,Transportation,Private Limited,Delhi,Delhi,2025-12-13,,Active,639.24
356,MCH1727,Chacko Llc,5999.0,Miscellaneous,Partnership,Amritsar,Punjab,2023-07-23,,Active,1914.68
357,MCH1729,Ganesh Plc,5812.0,Restaurants & Food,Private Limited,Hyderabad,Telangana,2025-05-23,XXXX6365,Active,
358,MCH1730,Buch Ltd,5699.0,Apparel & Fashion,Individual,Kolkata,West Bengal,2023-04-25,,Active,813.32
359,MCH1732,"Bal, Loke And Chadha",5411.0,Grocery,Private Limited,Delhi,Delhi,2024-10-24,9581945425,Active,3477.98
360,MCH1736,Barman Inc,4131.0,Transportation,Partnership,Jaipur,Rajasthan,2025-06-08,,Active,1937.05
361,MCH1739,Keer Group,5999.0,Miscellaneous,Individual,Kolkata,West Bengal,2024-11-02,,Active,2619.15
362,MCH1740,"Dhaliwal, Boase And Walla",7011.0,Hotel & Lodging,Partnership,Pune,Maharashtra,2025-02-09,LCLK0132407508023,Active,903.0
363,MCH1744,"Mani, Tara And Mane",4131.0,Travel,Sole Proprietor,Ludhiana,Punjab,2023-03-20,,Inactive,466.22
364,MCH1747,Ray Inc,5812.0,Restaurants & Food,Sole Proprietor,Pune,Maharashtra,2023-11-04,YGJM1546623351510,Active,115.81
365,MCH1750,Sastry-Chaudhari,5912.0,Apparel & Fashion,Individual,Delhi,Delhi,2024-11-17,XXXX2201,Active,1155.0
366,MCH1751,Bava-Mukherjee,5411.0,Grocery,Sole Proprietor,Jaipur,Rajasthan,2023-05-20,EFFJ4269274300862,Active,1591.0
367,MCH1755,Kulkarni And Sons,4814.0,Telecom,Individual,Mumbai,Maharashtra,2025-12-29,9887027328,Active,
368,MCH1756,Vala-Cheema,5311.0,Retail,Individual,Delhi,Delhi,2023-09-03,XXXX7019,Active,1245.26
369,MCH1763,Dhillon Ltd,5912.0,Department Store,Partnership,Jalandhar,Punjab,2026-02-22,4567982166,Active,231.69
370,MCH1764,"Kurian, Vaidya And Loyal",5999.0,Miscellaneous,Individual,Lucknow,Uttar Pradesh,2025-11-16,QLVG4760642998653,Suspended,419.98
371,MCH1767,Bhatnagar-Ka1A,5411.0,Telecom,Individual,Jalandhar,Punjab,,2537411732,Active,314.16
372,MCH1768,"Mody, Tata And Chatterjee",4131.0,Transportation,Sole Proprietor,Chennai,Tamil Nadu,2024-09-08,,Active,360.87
373,MCH1769,"Sekhon, Goswami And Rajan",4814.0,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,2025-06-28,DYOJ7653218721893,Active,1009.67
374,MCH1770,Prabhu Inc,5411.0,Grocery,Partnership,Kolkata,West Bengal,2026-02-19,STER3056508036813,Active,1130.22
375,MCH1772,"Thakur, Talwar And Chahal",5912.0,Pharmacy,Partnership,Pune,Maharashtra,2025-11-19,XXXX1519,Active,645.09
376,MCH1773,Prakash-Malhotra,5411.0,Grocery,Individual,Jalandhar,Punjab,,XEKJ5137440988369,Active,1551.73
377,MCH1774,"Sundaram, Dani And Mall",5942.0,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-08-23,XXXX1272,Active,10785.29
378,MCH1775,Karnik Inc,5411.0,Grocery,Private Limited,Lucknow,Uttar Pradesh,2023-04-13,MCRQ9864671908344,Active,313.0
379,MCH1776,Vohra And Sons,5999.0,Miscellaneous,Private Limited,Lucknow,Uttar Pradesh,2023-06-16,XXXX6558,Active,843.8
380,MCH1779,"Maharaj, Jaggi And Reddy",7011.0,Hotel & Lodging,Partnership,Bengaluru,Karnataka,2024-09-02,,Active,1540.91
381,MCH1782,Kari Plc,5411.0,Grocery,Sole Proprietor,Mumbai,Maharashtra,2024-06-26,,Active,
382,MCH1785,Shere-Pall,5311.0,Department Store,Sole Proprietor,Kolkata,West Bengal,2023-08-05,,Active,2271.85
383,MCH1786,"Ganguly, Mammen And Babu",5411.0,Grocery,Sole Proprietor,Pune,Maharashtra,2025-05-22,YNDF5378176701295,Active,1212.0
384,MCH1787,Johal And Sons,5942.0,Books & Stationery,Sole Proprietor,Chennai,Tamil Nadu,2024-09-04,8096098187,Active,1495.88
385,MCH1788,"Dass, Rajagopal And Madan",,Telecom,Private Limited,Pune,Maharashtra,2024-11-12,,Suspended,1479.46
386,MCH1789,Loke-Chanda,5942.0,Books & Stationery,Partnership,Jaipur,Rajasthan,2023-02-25,,Active,15713.68
387,MCH1792,Palan-Naidu,5699.0,Apparel & Fashion,Partnership,Bengaluru,Karnataka,2023-01-28,JXLM1363091809821,Active,443.5
388,MCH1793,Jaggi Plc,7011.0,Hotel & Lodging,Sole Proprietor,Delhi,Delhi,2024-08-21,,Active,2705.89
389,MCH1796,Kohli-Nagar,5942.0,Books & Stationery,Individual,Amritsar,Punjab,2024-07-20,,Active,741.16
390,MCH1800,Mall Plc,5311.0,Department Store,Private Limited,Hyderabad,Telangana,2025-10-24,,Active,1030.0
391,MCH1806,Thaker-Dutt,,Apparel & Fashion,Individual,Ludhiana,Punjab,2024-05-02,1201362088,Active,6418.0
392,MCH1809,Grewal Inc,5311.0,Department Store,Private Limited,Bengaluru,Karnataka,2025-10-31,1597132394,Active,2181.93
393,MCH1811,Varkey Inc,5311.0,Department Store,Sole Proprietor,Bengaluru,Karnataka,2026-02-25,,Active,592.0
394,MCH1812,Om Plc,5812.0,Restaurants & Food,Sole Proprietor,Amritsar,Punjab,2024-11-26,,Active,2079.98
395,MCH1813,Balan-Deo,5311.0,Department Store,Partnership,Pune,Maharashtra,2024-08-28,UAJB1335544875863,Active,
