merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH1261,"Cheema, Savant And Bakshi",5311,Retail,Sole Proprietor,Ludhiana,Punjab,2024-06-03,EXGQ1328686965867,Inactive,
MCH2964,Bala-Sarkar,4814,Telecom,Individual,Jalandhar,Punjab,2025-06-20,4343067882,Active,1298.45
MCH5362,"Kunda, Tiwari And Nagi",5912,Medical,Private Limited,Jaipur,Rajasthan,2024-08-09,,Inactive,1922.99
MCH5285,"Yadav, Dhawan And Bahri",5311,Retail,Individual,Bengaluru,Karnataka,2025-03-08,XXXX3759,Active,220.0
MCH3998,"Krish, Tak And Peri",4814,Telecom,Partnership,Ludhiana,Punjab,2023-08-16,,Active,1019.25
MCH4926,Shankar Ltd,5812,Restaurants & Food,Individual,Hyderabad,Telangana,2024-12-28,6804229881,Active,
MCH9424,Sur-Bajaj,5311,Department Store,Sole Proprietor,Bengaluru,Karnataka,2025-04-18,XXXX3219,Active,1902.79
MCH7504,Balay Plc,7011,Hotel & Lodging,Individual,Chennai,Tamil Nadu,2025-10-24,1818420938,Active,1030.01
MCH9769,"Kota, Dara And Sarin",,Travel,Partnership,Ludhiana,Punjab,2025-05-22,XXXX8418,Active,2120.25
MCH2504,Mittal Ltd,5999,Miscellaneous,Individual,Pune,Maharashtra,2024-12-29,XXXX5857,Inactive,1689.96
MCH8484,"Grover, Swamy And Johal",5912,Medical,Private Limited,Kolkata,West Bengal,2023-08-17,,Suspended,1273.08
MCH3023,Arora Llc,7011,Hotel & Lodging,Individual,Bengaluru,Karnataka,2025-02-03,,Inactive,1722.88
MCH4106,Dey And Sons,5411,Grocery,Private Limited,Hyderabad,Telangana,2026-01-31,XXXX0072,Active,4216.77
MCH6059,Bhargava Plc,7011,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2025-07-16,XXXX7802,On Hold,333.57
MCH4801,Bhargava-Basak,5311,Retail,Sole Proprietor,Lucknow,Uttar Pradesh,2025-11-18,XXXX3111,Active,2920.36
MCH3418,Parsa-Parikh,5912,Pharmacy,Partnership,Hyderabad,Telangana,2024-07-15,CWGO5653761986608,Active,8725.31
MCH6448,Pal Llc,4814,Telecom,Partnership,Mumbai,Maharashtra,2024-07-09,XXXX5021,Active,1680.84
MCH6450,"Goel, Madan And Gola",5942,Books & Stationery,Individual,Chennai,Tamil Nadu,2025-10-15,,Active,855.0
MCH6052,Nayak-Wadhwa,5912,Pharmacy,Private Limited,Jaipur,Rajasthan,2023-07-12,XXXX8602,Active,600.38
MCH6923,"Kumar, Hayre And Grover",5942,Books & Stationery,Partnership,Lucknow,Uttar Pradesh,2024-03-12,RIOW5493044350343,Inactive,937.24
MCH1075,Lala Plc,4814,Telecom,Individual,Pune,Maharashtra,2024-06-01,IPNE1576095102770,Suspended,1162.41
MCH7749,"Dhaliwal, Chaudhari And Lad",4131,Transportation,Private Limited,Lucknow,Uttar Pradesh,2023-03-28,,Active,472.27
MCH7607,"Vyas, Ramakrishnan And Narayanan",,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2025-01-02,2925658717,Active,7039.03
MCH7832,More-Cherian,5311,Retail,Sole Proprietor,Amritsar,Punjab,2024-12-21,,Active,1748.94
MCH4864,Date Ltd,5411,Grocery,Private Limited,Bengaluru,Karnataka,2023-12-06,XXXX6587,Active,4042.64
MCH1843,Edwin And Sons,5999,Miscellaneous,Sole Proprietor,Delhi,Delhi,2024-09-19,,Active,
MCH2559,"Sastry, Dhar And Kibe",7011,Hotel & Lodging,Partnership,Pune,Maharashtra,2023-08-05,777710681,Active,1827.84
MCH5927,"Hayer, Palla And Ganesh",5699,Apparel & Fashion,Private Limited,Lucknow,Uttar Pradesh,2024-06-16,,Active,3764.09
MCH6105,Upadhyay Plc,7011,Hotel & Lodging,Sole Proprietor,Kolkata,West Bengal,2024-02-07,,Active,527.81
MCH8782,Swamy-Khurana,5699,Apparel & Fashion,Sole Proprietor,Amritsar,Punjab,2025-04-29,,Active,1314.55
MCH7661,Mutti Group,5912,Medical,Sole Proprietor,Ludhiana,Punjab,2023-12-19,,Active,1349.43
MCH1772,Grover Group,5311,Department Store,Partnership,Kolkata,West Bengal,2023-03-18,665098924,Active,1962.32
MCH5793,Hayre And Sons,4131,Transportation,Individual,Amritsar,Punjab,2023-10-23,XXXX4734,Active,2411.65
MCH8019,Chaudhry-Naidu,5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,,,Active,888.78
MCH6707,Chandra Group,4814,Telecom,Private Limited,Ludhiana,Punjab,2024-02-10,,Active,648.63
MCH4743,Ahluwalia-Bansal,5812,Pharmacy,Private Limited,Ludhiana,Punjab,2023-08-23,KIYE1462195754397,Inactive,486.29
MCH4277,"Lad, Krish And Lad",4131,Transportation,Private Limited,Hyderabad,Telangana,2024-06-04,,Active,472.96
MCH6765,Handa Plc,5912,Pharmacy,Individual,Kolkata,West Bengal,2023-10-30,,Active,
MCH4867,"Nath, Taneja And Dey",5812,Restaurants & Food,Partnership,Bengaluru,Karnataka,2024-08-05,7096325090,Active,726.56
MCH6819,"Arya, Bassi And Kaur",,Miscellaneous,Partnership,Amritsar,Punjab,2025-11-19,,Active,2433.05
MCH4282,Pingle Ltd,5311,Retail,Sole Proprietor,Amritsar,Punjab,2023-05-26,,Active,816.0
MCH5737,"Chaudhary, Raghavan And Brahmbhatt",5912,Pharmacy,Individual,Amritsar,Punjab,2026-02-25,,Active,1419.52
MCH6519,Mane-Madan,5699,Apparel & Fashion,Partnership,Ludhiana,Punjab,2024-12-25,,Active,978.4
MCH2902,"Narang, Varghese And Sur",4131,Transportation,Individual,Amritsar,Punjab,2023-04-11,,Active,1675.0
MCH6692,"Mohan, Ravi And Sinha",7011,Hotel & Lodging,Partnership,Jalandhar,Punjab,2023-05-10,UFCM4399349836488,Active,641.51
MCH8374,"Kohli, Chakraborty And Wali",5942,Books & Stationery,Sole Proprietor,Lucknow,Uttar Pradesh,2025-02-16,,Active,838.62
MCH2217,"Rai, Bala And Shenoy",5411,Grocery,Individual,Mumbai,Maharashtra,2023-08-15,2506258510,Active,728.77
MCH4739,Karpe-Doshi,5411,Grocery,Individual,Lucknow,Uttar Pradesh,2023-10-20,DQQT0527144866471,Active,
MCH1345,Bhat Inc,5311,Department Store,Private Limited,Hyderabad,Telangana,2025-01-28,XXXX9759,Active,1702.79
MCH2493,"Tella, Lata And Tripathi",4814,Telecom,Individual,Jaipur,Rajasthan,2023-10-28,ROFA2679305641354,Active,
MCH2471,Das Group,5942,Books & Stationery,Individual,Jalandhar,Punjab,2024-05-30,SVRE3169162150744,Active,3177.16
MCH8854,Kohli-Aurora,4131,Transportation,Private Limited,Chennai,Tamil Nadu,2023-12-04,XXXX8113,Active,
MCH5056,Subramaniam Plc,5411,Grocery,Partnership,Bengaluru,Karnataka,,WHRV5412713701234,Suspended,473.92
MCH3259,Deep And Sons,5912,Pharmacy,Partnership,Delhi,Delhi,,7747336061,Active,308.57
MCH8225,Bedi-Date,,Miscellaneous,Private Limited,Pune,Maharashtra,2024-02-28,6820537783,Active,2289.3
MCH2118,Jani-Subramaniam,5942,Books & Stationery,Partnership,Ludhiana,Punjab,2024-05-30,TOPO3167206929855,Active,1546.09
MCH6738,"Jain, Kothari And Subramanian",4814,Telecom,Individual,Delhi,Delhi,2025-12-06,MCPW5267667383117,Inactive,1846.61
MCH7699,Chakraborty Llc,7011,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2023-01-29,,Active,145.86
MCH8299,Garde Plc,5812,Restaurants & Food,Partnership,Jaipur,Rajasthan,2023-01-06,,Active,1496.13
MCH8401,Pandey Plc,,Hotel & Lodging,Partnership,Chennai,Tamil Nadu,2025-09-09,328253862,Inactive,625.0
MCH4102,Pandya-Kapoor,5411,Books & Stationery,Sole Proprietor,Amritsar,Punjab,2025-06-03,SZIE5520167745590,Active,1618.63
MCH8730,"Bhasin, Mall And Sarraf",5999,Miscellaneous,Private Limited,Jalandhar,Punjab,2025-02-13,XXXX3406,Active,937.7
MCH3353,Bhardwaj And Sons,,Pharmacy,Partnership,Bengaluru,Karnataka,2023-02-23,,Suspended,4012.28
MCH8755,Guha-Dara,5999,Miscellaneous,Sole Proprietor,Amritsar,Punjab,2023-08-07,,Active,3411.15
MCH1375,"Sahota, Johal And Shanker",5411,Grocery,Individual,Jalandhar,Punjab,2025-03-02,PHOZ2706415438619,Suspended,1836.94
MCH2655,"Brahmbhatt, Desai And Sangha",4814,Telecom,Sole Proprietor,Amritsar,Punjab,2026-01-04,4532869649,Active,3102.0
MCH5127,Sankar Group,7011,Hotel & Lodging,Partnership,Delhi,Delhi,2024-09-06,3303273399,Active,2034.47
MCH2676,Desai Ltd,4814,Telecom,Private Limited,Ludhiana,Punjab,2025-05-10,,Active,399.5
MCH9304,Char Ltd,4814,Telecom,Individual,Bengaluru,Karnataka,2024-01-05,,Active,531.14
MCH9888,"Majumdar, Sama And Narayanan",5411,Telecom,Sole Proprietor,Kolkata,West Bengal,2025-08-13,XXXX3073,Inactive,444.72
MCH8051,"Saxena, Kamdar And Kannan",5942,Books & Stationery,Partnership,Delhi,Delhi,2024-10-17,,Active,598.72
MCH6016,Batta-Roy,5942,Books & Stationery,Private Limited,Jalandhar,Punjab,2023-07-02,,Active,3694.66
MCH5231,Varghese-Rattan,,Grocery,Partnership,Delhi,Delhi,2026-02-05,,Active,692.04
MCH8453,Manne Llc,5699,Apparel & Fashion,Private Limited,Amritsar,Punjab,,,Active,397.0
MCH3674,Wason And Sons,5812,Restaurants & Food,Individual,Delhi,Delhi,2025-07-19,6823891084,Active,
MCH3662,Dalal-Arora,5912,Telecom,Sole Proprietor,Kolkata,West Bengal,2024-01-09,,Active,4799.31
MCH7021,"Dewan, Banerjee And Purohit",7011,Hotel & Lodging,Sole Proprietor,Bengaluru,Karnataka,2024-07-01,XXXX8572,Active,969.81
MCH7490,Datta Ltd,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2023-11-12,,Active,1590.69
MCH7430,Pingle-Lata,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-09-07,XXXX3604,Active,2426.91
MCH4477,Edwin Group,5912,Pharmacy,Partnership,Pune,Maharashtra,2025-12-19,,Active,1145.96
MCH8724,"Ganesh, Sarin And Gera",5411,Grocery,Partnership,Delhi,Delhi,2024-11-20,8119568584,Active,639.73
MCH1772,"Thakur, Talwar And Chahal",5912,Pharmacy,Partnership,Pune,Maharashtra,2025-11-19,XXXX1519,Active,645.09
MCH1420,"Nath, Setty And Pai",7011,Hotel & Lodging,Partnership,Kolkata,West Bengal,2023-04-08,,Inactive,1986.0
MCH3070,"Patel, Sandal And Sinha",4814,Telecom,Individual,Hyderabad,Telangana,2025-09-18,XXXX6846,Active,1706.27
MCH3776,"Kapadia, Sathe And Shenoy",5311,Department Store,Partnership,Delhi,Delhi,,2896927884,Active,1854.99
MCH4233,Parmar And Sons,5912,Medical,Sole Proprietor,Bengaluru,Karnataka,2024-07-30,4132683121,Inactive,3068.07
MCH3523,"Khare, Radhakrishnan And Gala",5812,Restaurants & Food,Individual,Jaipur,Rajasthan,2025-04-12,,Active,
MCH5712,Goda-Kashyap,5942,Books & Stationery,Private Limited,Amritsar,Punjab,2025-01-12,ILKC7960163227117,Active,
MCH3070,Agate-Chopra,5411,Grocery,Sole Proprietor,Mumbai,Maharashtra,2025-04-29,4174323514,Active,1355.0
MCH6061,Nazareth Plc,4131,Transportation,Sole Proprietor,Pune,Maharashtra,2025-02-02,,Suspended,1189.87
MCH4233,Padmanabhan And Sons,5999,Miscellaneous,Sole Proprietor,Ludhiana,Punjab,2025-02-04,4395615588,Active,1697.48
MCH8197,Virk-Venkataraman,5912,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-03-01,,Active,964.03
MCH3085,"Sarkar, Memon And Mand",,Transportation,Individual,Pune,Maharashtra,2025-07-16,,Active,
MCH8756,Warrior Inc,5699,Apparel & Fashion,Private Limited,Jalandhar,Punjab,2023-04-10,9910438985,Active,1476.03
MCH1863,Sachar-Gokhale,5942,Books & Stationery,Private Limited,Hyderabad,Telangana,2024-03-24,XXXX8775,Active,760.42
MCH9494,"Wable, Warrior And Parmer",,Telecom,Individual,Pune,Maharashtra,2024-05-27,,Active,455.01
MCH4729,Deshpande Inc,7011,Hotel & Lodging,Sole Proprietor,Mumbai,Maharashtra,,XXXX6726,Inactive,1506.61
MCH1836,"Nazareth, Bahl And Manda",5411,Grocery,Private Limited,Hyderabad,Telangana,2023-11-15,IUQT6934618863943,Active,
MCH9918,"Jha, Kumer And Srivastava",5699,Apparel & Fashion,Sole Proprietor,Bengaluru,Karnataka,2024-01-16,UOAA2292690080709,Inactive,902.09
MCH7336,Krishnan And Sons,5812,Restaurants & Food,Partnership,Jalandhar,Punjab,2024-09-03,2456383296,Active,1122.92
MCH9307,"Bajwa, Dhawan And Guha",,Restaurants & Food,Sole Proprietor,Jalandhar,Punjab,2024-07-03,,Active,468.19
MCH8233,Patel Ltd,5411,Grocery,Partnership,Jalandhar,Punjab,2024-12-28,,Active,1942.94
MCH6671,Chandran-Dada,5699,Apparel & Fashion,Partnership,Amritsar,Punjab,2023-04-12,6648722960,Active,2579.5
MCH9620,Prakash Group,5411,Grocery,Partnership,Ludhiana,Punjab,2023-02-02,,Active,2975.01
MCH2769,Sehgal Plc,4814,Telecom,Private Limited,Amritsar,Punjab,2023-09-19,3613137952,Active,131.0
MCH3618,"Narang, Atwal And Merchant",5812,Medical,Sole Proprietor,Mumbai,Maharashtra,2023-07-25,LZII0053942814377,Active,1728.22
MCH9149,Bandi Inc,5999,Miscellaneous,Partnership,Jaipur,Rajasthan,2025-03-15,,Active,2169.18
MCH2165,Venkataraman-Seshadri,5912,Medical,Sole Proprietor,Pune,Maharashtra,2024-06-26,,Active,137.68
MCH1832,Mistry-Chaudhary,5999,Miscellaneous,Individual,Hyderabad,Telangana,2024-12-11,,Inactive,448.33
MCH1640,Trivedi-Agrawal,5411,Grocery,Private Limited,Jalandhar,Punjab,2025-01-25,WQQD1666405545072,Active,2316.65
MCH7314,Mahajan-B0Rde,5999,Miscellaneous,Partnership,Lucknow,Uttar Pradesh,2023-01-05,3772469001,Active,1003.0
MCH4688,Hora Plc,,Pharmacy,Individual,Ludhiana,Punjab,2024-05-18,XXXX6054,Suspended,1146.0
MCH8612,Kurian-Goda,5812,Restaurants & Food,Sole Proprietor,Mumbai,Maharashtra,2023-07-18,XXXX5561,Active,1133.93
MCH7400,Chaudhari Ltd,,Miscellaneous,Individual,Delhi,Delhi,2025-07-01,,Suspended,1040.56
MCH4118,Upadhyay Llc,4131,Transportation,Private Limited,Kolkata,West Bengal,2024-03-16,,Active,
MCH1197,"Gaba, Wadhwa And Sahni",5411,Grocery,Private Limited,Mumbai,Maharashtra,2024-08-01,8143796682,Active,488.96
MCH1718,Wason-Vaidya,5311,Retail,Private Limited,Jalandhar,Punjab,2025-04-04,,Active,705.66
MCH9800,Dasgupta-Sathe,7011,Hotel & Lodging,Partnership,Ludhiana,Punjab,2024-06-13,4290574632,Active,
MCH2198,"Arya, Dalal And Keer",5812,Restaurants & Food,Private Limited,Jaipur,Rajasthan,2023-09-08,,Active,2776.31
MCH3395,"Boase, Dutt And Sami",5912,Pharmacy,Partnership,Jaipur,Rajasthan,2024-07-22,,Inactive,619.0
MCH3547,Ramanathan-Dada,5812,Restaurants & Food,Private Limited,Delhi,Delhi,2025-02-03,,Active,5262.6
MCH7837,Wali Group,5812,Miscellaneous,Individual,Kolkata,West Bengal,2023-06-03,,Active,803.03
MCH3890,Tata-Bal,,Pharmacy,Individual,Pune,Maharashtra,2026-02-22,,Active,668.0
MCH7218,Varghese-Arya,7011,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-12-25,VAFX9362941506530,Active,2725.82
MCH2943,Kh0S1A Llc,5812,Restaurants & Food,Private Limited,Mumbai,Maharashtra,2024-03-29,XXXX8006,Active,2741.64
MCH2083,Patla-Basak,5912,Medical,Individual,Kolkata,West Bengal,2024-10-08,,Suspended,556.93
MCH3361,Sabharwal-Shah,,Transportation,Partnership,Jalandhar,Punjab,2024-01-06,KQNB2621280715561,Inactive,887.23
MCH1195,Cherian-Rana,4131,Transportation,Sole Proprietor,Jalandhar,Punjab,2025-09-09,,Active,364.17
MCH6131,"Dhar, Dada And Bakshi",,Apparel & Fashion,Partnership,Bengaluru,Karnataka,2024-03-10,4600930161,Active,1921.0
MCH9996,Kala-Nadkarni,5699,Apparel & Fashion,Private Limited,Delhi,Delhi,2023-01-03,XXXX7769,Active,628.11
MCH1164,Goda Plc,4131,Transportation,Partnership,Ludhiana,Punjab,2025-10-27,,Active,953.0
MCH2384,"Atwal, Sawhney And Magar",5999,Miscellaneous,Sole Proprietor,Lucknow,Uttar Pradesh,2023-01-20,,Active,638.0
MCH5186,"Iyer, Sarma And Issac",5311,Department Store,Private Limited,Jaipur,Rajasthan,2023-03-27,WHOY9873117052427,Inactive,830.18
MCH1956,Sodhi Plc,5912,Pharmacy,Individual,Amritsar,Punjab,2025-09-28,TLKU2109519549509,Inactive,1459.74
MCH8136,Bora Inc,7011,Hotel & Lodging,Sole Proprietor,Amritsar,Punjab,2025-10-27,XXXX8920,Inactive,635.0
MCH5366,Bali Ltd,5311,Department Store,Private Limited,Lucknow,Uttar Pradesh,2024-02-25,XXXX6307,Inactive,1551.58
MCH2870,"Loyal, Buch And Ghose",5812,Restaurants & Food,Sole Proprietor,Delhi,Delhi,2025-05-27,,Active,2213.61
MCH5443,Loyal-Narasimhan,7011,Hotel & Lodging,Individual,Kolkata,West Bengal,2023-09-12,VCRF1570737200411,Active,1593.65
MCH1929,"Bahri,Daraandsaran",5942,Books & Stationery,Private Limited,Jaipur,Rajasthan,2025-12-26,XXXX4676,Active,
MCH7620,"Vaidya, Deshmukh And Cherian",5942,Books & Stationery,Individual,Pune,Maharashtra,2024-10-20,SIIG8824885521026,On Hold,1771.87
MCH7851,"Warrior, Hora And Dayal",4814,Telecom,Individual,Jalandhar,Punjab,2024-02-07,6337984791,Active,
MCH8407,Dey Group,4131,Transportation,Individual,Lucknow,Uttar Pradesh,2024-07-10,,Active,2726.27
MCH4104,Sawhney-Suri,4814,Telecom,Individual,Hyderabad,Telangana,2023-12-15,8776394591,Inactive,295.0
MCH3907,"Andra, Chakrabarti And Khalsa",5311,Department Store,Sole Proprietor,Mumbai,Maharashtra,,OAMS4252276899430,Active,1320.29
MCH5549,Bahri Ltd,5812,Restaurants & Food,Partnership,Chennai,Tamil Nadu,2023-10-06,XXXX0036,Active,1045.04
MCH5092,Dubey-Gade,4814,Telecom,Partnership,Kolkata,West Bengal,2023-07-01,,Active,730.73
MCH9492,Sahni-Ravel,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-03-01,1939900223,Active,3080.63
MCH4630,Modi And Sons,5699,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2023-03-01,,Active,333.91
MCH4481,Nagi Inc,5699,Apparel & Fashion,Partnership,Pune,Maharashtra,2023-11-28,,Active,2759.79
MCH6783,"Deep, Pall And Suri",5912,Medical,Individual,Lucknow,Uttar Pradesh,2025-11-28,,Active,1131.0
MCH7896,Samra Llc,7011,Hotel & Lodging,Private Limited,Kolkata,West Bengal,2023-10-16,SGTY6881761008390,On Hold,2276.65
MCH8600,"Kalita, Bains And Gandhi",5812,Restaurants & Food,Sole Proprietor,Delhi,Delhi,2024-07-06,RRYJ6587686551997,Active,855.0
MCH9207,"Jani, Mittal And Narasimhan",5411,Grocery,Partnership,Bengaluru,Karnataka,2025-01-15,XJLY4559421802745,Inactive,1049.45
MCH8725,Gala Group,7011,Hotel & Lodging,Private Limited,Jaipur,Rajasthan,2024-08-14,PIMP1040686768002,Active,7512.0
MCH2623,"Oak, Nadig And Doshi",5411,Grocery,Sole Proprietor,Jalandhar,Punjab,2025-03-18,SGLM9352062021997,Active,1380.47
MCH3280,"Vohra, Bora And Vasa",5411,Grocery,Private Limited,Pune,Maharashtra,2023-10-16,,Suspended,412.76
MCH6216,Agarwal Group,5812,Restaurants & Food,Private Limited,Amritsar,Punjab,2024-03-28,XXXX1409,Active,1210.0
MCH4809,Viswanathan Plc,7011,Hotel & Lodging,Individual,Kolkata,West Bengal,2023-07-12,,Active,1713.6
MCH3327,Balay Ltd,5912,Medical,Partnership,Amritsar,Punjab,2024-06-10,4132109142,Active,799.92
MCH1984,"Lala, Wagle And Bal",5699,Apparel & Fashion,Partnership,Chennai,Tamil Nadu,2025-01-08,,Active,5244.88
MCH5944,Jayaraman-Bhattacharyya,4131,Transportation,Private Limited,Hyderabad,Telangana,2023-04-09,BTLX3994335719192,Active,545.7
MCH3824,Chand-Sarna,5812,Restaurants & Food,Sole Proprietor,Kolkata,West Bengal,2025-08-24,,Active,733.85
MCH8598,Chanda-Parekh,,Books & Stationery,Partnership,Ludhiana,Punjab,,5300981765,Active,1205.19
MCH2846,"Sha, Ramanathan And Kota",5411,Grocery,Individual,Jaipur,Rajasthan,2025-09-30,2763596998,Inactive,2995.95
MCH2576,"Shan,Semandpau",5311,Department Store,Partnership,Hyderabad,Telangana,2023-12-03,3390811191,Active,472.21
MCH3841,"Sandhu, Khosla And Guha",5999,Miscellaneous,Partnership,Bengaluru,Karnataka,2024-09-16,7616513593,Inactive,2207.18
MCH3085,Mander-Mital,7011,Hotel & Lodging,Private Limited,Chennai,Tamil Nadu,2024-08-20,,Active,3842.0
MCH1952,Madan Inc,5942,Books & Stationery,Partnership,Chennai,Tamil Nadu,2024-06-28,7688662215,Inactive,1643.17
MCH4574,Cherian And Sons,5311,Department Store,Individual,Lucknow,Uttar Pradesh,2024-08-31,XXXX0148,Active,789.16
MCH5841,Nori Group,5912,Medical,Sole Proprietor,Mumbai,Maharashtra,2023-01-11,,Active,466.44
MCH4530,"Bhandari, Ramakrishnan And Srinivasan",5812,Restaurants & Food,Partnership,Pune,Maharashtra,2023-10-12,8219848716,Active,669.95
MCH5204,Sibal-Kanda,,Books & Stationery,Private Limited,Ludhiana,Punjab,2025-06-20,3994262713,Active,
MCH5401,"Sama, Ar0Ra And Mem0N",,Books & Stationery,Private Limited,Kolkata,West Bengal,2023-07-23,,Active,
MCH1213,Ray Llc,5912,Pharmacy,Partnership,Pune,Maharashtra,2024-01-07,1805958295,Active,1556.0
MCH6206,"Sanghvi, Dugar And Rajagopal",4814,Telecom,Individual,Chennai,Tamil Nadu,2025-03-31,5473942096,Active,683.76
MCH4043,Sodhi Group,5942,Books & Stationery,Partnership,Ludhiana,Punjab,,QEIP6568462838668,Inactive,
MCH5608,Raman-Behl,5812,Restaurants & Food,Individual,Amritsar,Punjab,2023-10-05,,Active,251.88
MCH1159,Sabharwal-Gole,4814,Telecom,Partnership,Hyderabad,Telangana,,XXXX4659,Inactive,790.13
MCH6388,Pillai-Subramaniam,5699,Apparel & Fashion,Sole Proprietor,Jalandhar,Punjab,2023-04-28,XXXX3833,Inactive,2418.46
MCH8876,Apte And Sons,5812,Restaurants & Food,Partnership,Kolkata,West Bengal,2024-02-03,,Active,2620.0
MCH3755,Hayer And Sons,5812,Restaurants & Food,Private Limited,Pune,Maharashtra,2025-08-02,1710186455,Active,1098.64
MCH8598,"Raghavan, Nadig And Karpe",5812,Restaurants & Food,Sole Proprietor,Pune,Maharashtra,2024-06-16,XXXX2019,Active,1385.16
MCH4077,Din Llc,4131,Transportation,Sole Proprietor,Jaipur,Rajasthan,2024-09-21,,Active,640.73
MCH2719,"Ranganathan, Mall And Aggarwal",5812,Restaurants & Food,Partnership,Lucknow,Uttar Pradesh,2024-05-24,,Active,2283.24
MCH1004,Pillai-Mohan,4131,Travel,Sole Proprietor,Lucknow,Uttar Pradesh,2023-08-04,3448414449,Active,342.7
MCH1275,Kata Group,7011,Hotel & Lodging,Partnership,Lucknow,Uttar Pradesh,2025-09-11,XXXX0284,Active,252.53
MCH6165,"Luthra, Bala And Khurana",,Hotel & Lodging,Individual,Lucknow,Uttar Pradesh,2025-01-29,XXXX9557,Active,1785.07
MCH7432,Agate Plc,5812,Restaurants & Food,Individual,Chennai,Tamil Nadu,2024-06-11,OKRJ7586561022456,Active,88.41
MCH9377,"Badal, Mitter And Mitter",5912,Medical,Sole Proprietor,Lucknow,Uttar Pradesh,2024-08-22,USJW2353874844902,Active,
MCH8132,Venkataraman-Yadav,5942,Books & Stationery,Partnership,Kolkata,West Bengal,2023-10-30,7864776232,Inactive,2105.69
MCH6039,Padmanabhan-Bora,4814,Telecom,Sole Proprietor,Lucknow,Uttar Pradesh,,,Active,6727.69
MCH5249,Tak Inc,7011,Hotel & Lodging,Private Limited,Lucknow,Uttar Pradesh,2025-03-10,,Active,
MCH7876,Yadav-Bansal,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-09-22,,Active,
MCH2592,"Mander, Goel And Soni",,Transportation,Individual,Mumbai,Maharashtra,2023-04-25,,Active,1371.19
MCH1725,"Narayanan, Thaker And Sandhu",5999,Miscellaneous,Partnership,Jaipur,Rajasthan,2025-02-15,XXXX2721,Active,385.5
MCH6566,"Kala, Talwar And Keer",5311,Department Store,Private Limited,Chennai,Tamil Nadu,2024-02-15,2935227590,Active,
MCH7331,Kala-Loyal,5311,Retail,Sole Proprietor,Hyderabad,Telangana,2024-05-20,6553174901,Active,
MCH6165,"Chandran, Dey And Dalal",,Apparel & Fashion,Private Limited,Delhi,Delhi,2025-08-29,CFEB4939576870397,Active,1513.56
MCH8537,Sunder Llc,4131,Travel,Private Limited,Chennai,Tamil Nadu,2025-09-16,FNGX1491502830694,Active,1072.34
MCH6218,Chad-Bhakta,5411,Grocery,Sole Proprietor,Chennai,Tamil Nadu,2023-12-23,TDSR2442651102267,Active,218.0
MCH9543,Khanna-Som,5942,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2023-11-13,XXXX7044,Active,1143.19
